0000f47c22	මහවැලි ගඟට ගොස් ආපසු එන ගමනේදී
b3f994fc2e	වාස්තවික වශයෙන් ගෙන
b3fa2f57a9	කියා නිම කළ නොහැක.
b3fa570b2d	පින්වතුනි,
b3faa82ee4	හරි දැක්ම උදෙසා ජනමන විවරකිරීමය.
b3fc094c87	sinhalese
b3fc579728	මම කැමති හැමදේටම
b3fca053ce	අනුන්ගේ ජීවිත ඝාතනය නොකරන අය කියලයි
b3fd3b4543	හරි ඒක අනවශ්‍ය විදිහට අගේ කරනවා.
b3fd857169	මේ සියලූ ම සටන් මෙහෙය වූ
b3fd9e9ab6	ඉස්සර වගේ දුවලා පැනලා දඟකාරකම් කරන්න බැහැ
b3fdb601e1	ආශ්වාස ප්‍රශ්වාස සැහැල්ලු වෙන කොට
b3fdf8f283	අම්ම අප්ප කළත් මේ වගේ
b3fe78277d	නිවහන යනු ඔවුන්ගේ අභිෂේක ලත්
b3ff1744d4	මෙහි විශේෂත්වය නම්
b3ff5d2e78	තවත් මිනිසුන් කොටසක්
b3ff6af548	බැඳල අවුරුදු පනහක් යනකන්
b3ffc2572d	ඔක්කොම දාල තිබුණෙ ඔය ඇල්ලට තමයි.
