0000f47c22	මහවැලි ගඟට ගොස් ආපසු එන ගමනේදී
ae58de2d09	එය දුලබ මුද්‍රාවකින් යුක්ත වූවකි.
ae59bec43c	එළකිරි මචං
ae5a862d05	ලංකාව ඉන්දියාවෙන් තව හැතැප්ම සීයක් විතර
ae5b47f38c	ඒවායේ ඒවාටම ආවේණික වූ සබඳතා
ae5b5d49c7	downloads for windows 8
ae5b742ae6	එය අභිමානයෙන් වැජඹෙන ස්ථානයේ
ae5c538cf3	data bank
ae5c67db92	කොතෙක් දුරට වැඩි වුණාද?
ae5c8feb8c	එවිට භාග්‍යවතුන් වහන්සේට
ae5cae5103	වැඩි ප්‍රතිශතයක් සාර්ථක වන මාසයකි.
ae5cc3f429	මේ ලිපියෙන් අප බලාපොරොත්තු වන්නේ
ae5ccc9e85	ඒත් රටක දියුණුව
ae5daee9f9	නොයෙක් වර්ගයේ කෙඳිය.
ae5e420592	උන් මස් කෑවත්
ae5e5a8893	මේ අංශවල ප්‍රගතියට
ae5ecfa3ae	පාරාජිකාවූ චීවර ධාරියකු පමණයි කියලා
ae5eeebe01	ඉතින් ඒ නිසා අපි ඒ පුණ්‍ය ගංගාව ඇති කරගනිමු
ae5efb7d8e	එයා දඩයම් කළාට දඩයක්කාරයෙක්
ae5f31ba0f	අල්ලා ‍දෙවියන් තහනම් කළාවු දේ
ae5f346653	ඇස් දෙක පේන්න පටන් ගන්නවා
ae5f856888	සිරිනාල් ද මැල් මහත්තයා කිව්වා.
ae5fb7b6cc	අපි ගිහියො වශයෙන්
ae60248b34	ඇත්තටම ඒ පොතේ ඉන්නෙ එකම එක ගෑණු චරිතයයි නේ
ae60959984	එයින් උපයා ගත් ධනයෙන් යුක්ත බව
ae60a9c75d	අන් කිසිදු රටක නොමැති ය.
ae60c430fc	හරිහැටි දැන අවබෝධ කර ගැනීම
ae60cbdd42	මට නියෝග කළා
ae61110503	ආරක්ෂක ලේකම් තර්ජනය කළ බව
ae6137a698	කොළපැහැති කැන්ටර් රථ
ae614e4add	පමණක් පින්දීම ලෙස සලකන්නේ කෙසේද?
ae61539b7b	sunaina image
ae6159bf6c	මවුබිමේ රාජ්‍ය වංශ කතාවේ අවසාන පරිච්ඡේදය
ae61658a24	බලාපොරොත්තු වෙන එක විහිලුවක්.
ae617ba4e9	යම්කිසි වටහාගැනීමක් ඇතිකරගත හැකි වන්නේ.
ae6226d054	අපනයන වෙළෙඳ‍පොළට ළඟා වීමටද හැකියාව තිබෙනවා.
ae62b3b667	මඟුල් බෙර වාදනය පවත්වයි
ae62ced9cf	සැවොම ඊට දක්වන ප්‍රතිචාර
ae6325a8f6	ජුනි මස 04 වැනි දින
ae633f61ca	පිය ගැට පෙළ පාමුල ඇති සඳකඩ පහණ
ae63aa2f82	පොල් විතරක් නෙවෙයි
ae63ad38bc	ආයෙ වෙන වචන ඕනෙ නෑ
ae63b2b130	බ්ලොග් ලිව්වෙ නැතත් කමක් නෑ.
ae63e65e83	ඊට පස්සේ බත් වැඩි වෙනවා
ae64e7e6ac	ඊට පස්සේ එතනින් එහාට ගෙනිහින්
ae64e9f5a0	විමුක්ති සටනක හෙවත් නිදහස් අරගලයක යෙදී ඇත
ae64ec936b	බෞද්ධයන් එදා සමත් උනා
ae65239cf5	ඉන්දිකම පොලිසි ගිහින්
ae65bc4b71	යනුවෙන් පිටක තුනක් බව ඔබ දනී.
ae66d9168c	මුදල් නෙමේ මට මූලික වුණේම ආසාව තමන්ට ක්ෂේත්‍රයේ හොඳ වටිනාකමක් හදාගන්න තමන්ට පුළුවන් වෙන්න ඕන.
ae67025053	බාන වේගෙට බලාගන්න තමා
ae6720fa09	මේ සටන වටා පෙළ ගස්වමු
ae67310245	මෙය පසසා තිබිණි
ae67861989	හේන් වල මූලිකම දේ තමයි
ae67dba69e	දශක එකහමාරක ආසන්න කාලයක් සිටීම ගැන
ae67df76f4	ඔය කාරණාව අප්‍රධානයි කියල මට හිතෙන්නෙ.
ae68342af7	නැගී සිටිනවා
ae68437aaf	ඔබගේ සම්බන්ධීකරණ ‍ලේකම්වරයා
ae6967bc86	එල එලපටන් ගන්නකම් බලන් උන්නෙ
ae69ac196f	සෑම් ඉන්නේ
ae69d50360	බුදුරජාණන් වහන්සේ පාරේ ඇවිදගෙන යනවා.
ae6a70074f	ප්‍රතිචාර දක්වමින්
ae6ab64162	දොස්තරලට බිල් දාන්නේ?
ae6af8e95f	ක්ලාක් පට්ටමක් ම තමා.
ae6b822ba0	ඔයා ඒක පිළිගන්න නම්
ae6bd9b1f6	ටිකට් කඩන්නෙ?
ae6c3bce1d	මෙයට මුල්වෙලා තිබෙන්නේ.
ae6ce001e4	සිංහල බෞද්ධ පරිසරය මගින්
ae6d1dbc27	අපට අලුත් කතාවක් නොවීම තුළ
ae6d35d1f3	අනේ අම්මපා තොපි වගේ එවුන්
ae6e19af63	පැවරෙනුයේ ළදරු පාසල් ගුරු භවතුන් හටය.
ae6ee48cab	අවලංගු විය හැකි.
ae6eeea197	ඒක ලේසියි
ae6ef5c58c	ඉහළම ස්ථානයක පවතී.
ae6f10edb0	steam iron
ae6fcb44fa	මරණ දුක නියමාකාරයෙන් හඳුනන්නේ
ae6fd5feef	නොසැලී ඉදිරියටම යනවා.
ae6fe785ba	මේකෙ කොටස් නමය ඇතුළෙ
ae703ae8cc	එකක් නම් එම පුරප්පාඩු වලට තමාගේ හෙංචයියන් පත්කර ගැනීමට නම්
ae70584092	මේ අන්දමට බෞද්ධයකුට ඇති
ae70720864	සිටින දෙස බලා සිටිය යුතු නැත.
ae7091a514	අරුන් මුන්නා ෂායි තුන්දෙනා
ae70bac198	දැඩි වෙහෙසක් දැරිය යුතු අද දින
ae70c949d4	ඒත් සිංහල උපසිරැසි එක්ක
ae70fc4b11	මට පහළ වූයේ ඒ පින් බලයෙනි.
ae711673d3	හැරමිටි ගහගහ ඇවිදගන්න බැරිගානට
ae71301456	ස්වභාවිකව ලෝකයේ සෑම ජාතියක්ම
