0000f47c22	මහවැලි ගඟට ගොස් ආපසු එන ගමනේදී
f70032ff10	කලා ශිල්ප වලින් ප්‍රභාමත් විය.
f70074383e	සැකකාර චීවධාරියා සේවය කරමින් සිටි
f70090451f	එකිනෙකට වෙනස් නම්
f702517f8a	ඒව සම්බන්ධ කර ගන්න බෑ.
f702887a84	කොළඹ දිස්ත්‍රික් සීමාව
f702ef2695	දින යොදා ගන්නා බව
f70302449c	මොකද කැනිමඩල නමින් හදුන්වන
f7033c5bd5	මෙම දෙකෙහිම ආකෘතිය
f7041ef559	ද්වේෂය, ශ්‍රද්ධාව වැනි ගති ලක්ෂණවලට
f7047e328f	ඒවා නිතරම පාහේ මුල් ජයග්‍රහණය අහෝසි කරයි
f704a32975	ප්‍රශ්න මතුවිය හැකි දවසකි.
f704b3ae6a	නදීෂානි නිරූපිකාවක් වුණාට
f704cda259	උන් කිව්ව විදියට
f70547cee4	එය අනෙක් නිෂ්පාදකවරුන්ටත්
f7055fc133	අලියා ලකුණින් කොළඹට තරග කළ
f705794762	සරළ දහම් කරුණු බවද
f7058942c2	කොහොඹා කංකාරියේ ආරම්භය
f705c38af7	ඔහු බ්‍රහ්ම කායික දෙවියන් අතර උපදිනවා.
f705d0609a	කී ‌දෙ‌නෙකුට ආද‌රේ කරනවද
f705d19350	වර්තමානයේ එම ඓතිහාසික භූමිය
f708994674	කුඩා යානයක නංවා අභ්‍යාවකාශයට යවනවා
f709004c1d	ඉරාකයේ බෝම්බ නිෂ්පාදනය සිදුවූ බව
f70989b0e1	බලාපොරොත්තු වෙනවා.
f70a8357d5	උන්වහන්සේ කපාපු
f70a92283f	සිරියස් එකේම සුබ්ස් කවර් කලාට.
f70b0dff46	නීති පිළිපදිමු
f70b812bcc	බෑග් එක පහලට තද කරනව
f70ba2d0fb	අරහත්වය දක්වාම
f70bd8ecc2	ඒක තමයි භාග්‍යය.
f70bdf9527	ලෝකය හා ද්වේෂය යටපත් කර ගැනීමට
f70c14efe6	බුදු සසුනේ මතු පැවැත්ම සඳහා කටයුතු කිරීමට
f70c4cbe82	කෙටි නාට්‍ය
f70d490d18	මෙතන ගෝරනාඩු දාන්න එන්න එපා
f70e658feb	lama geetha
f70e87e4d8	මඟ ‍රැකගෙන ඉදලා හරකා එනකොට
f70ed8038a	මෙහිදී වචනයෙන් සිදුවන වැරැදිවලින් වෙන්වීමයි
f70f47d2ac	එක්කෙනෙක්ගේ නම තමයි ලින්කන් බරොව්ස්
f70f531a16	ඉතිං ඌට බොහොම නිදහසේ අහස පුරාම ඇවිද යන්ට හැකි වුණා
f71019cc32	ඔය හම්බයෝ කුඩු බිස්නස් කාරයෝ .වාස් ගුනවර්දන යනු මහත්මයෙක්.
f7101a58f9	බුරුම ඉතිහාසයද ලියා ඇත.
f7103037a4	cow the boy
f710347110	pink
f71062a8a5	උපාලි විජේවර්ධන පෙබරවාරි වැනි දා අතුරුදන් වී
f711b33214	නව ප්‍රවණතා සහ අධ්‍යාපනය විරැකියාව ඇතුළු
f711c10fe5	එම උපහාරය ලද්දේ.
f711d12284	persia monir
f711fbaeb9	ව්‍යාපාද නැතිව සිටීම
f711fbb49f	යුද්ධයට සහ ඒ ආශ්‍රිත දේශපාලනයට සංවේදී නිසා ය.
f7122515c6	පැහැදිලි කරල
f71255a871	පිරිත් නිලය ලෙස නම් කර ඇති ඉහත කී තනතුරට
f712b36ed4	අපේ ඇත්තෝ ලොකු වියදමක් කරලා
f7134fb91d	සිංහලවත් දන්නවද කියන ප්‍රශ්නෙ අහන්නත්
f713526ecd	සාකච්ඡාව අතරමඟදී
f713bead08	එහෙත් ඊජිප්තු ජනාධිපති මුර්සි
f7140aee25	දමල ගහලා ගියා කියන්නෙ
f714dc219d	මම එළියට එන කොට
f71534b7c0	හිතට එකඟව උඹට ඒක නැහැයි කියන්න පුලුවන්නම්
f715d112f1	මේ යුගය
f7162f5a27	මෙහි රන් රිදියෙන් කරන ගනුදෙනුවක් නැත්තේ ය
f71644af63	සමාජයක තියෙන වැදගත්ම සහ
f716674ab2	ඒක හින්ද තමයි
f716a61c73	අධිරාජ්‍යවාදයට එරෙහිව
f718758cda	එය ළඟා කරගත හැක්කේ
f718c8d310	එදා උදේ වරුවේ මසුරු කෝසිය
f719650ff9	බීමත්ව කරන ක්‍රියා නිසා
f71965bd49	මේවා නිකන් අඳුරේ තියෙන කණාමැදිරි එලි වගේ.
f71a36a4ea	දැනගත් මම
f71ad15c7f	අවමාන තර්ජන කාරයව
f71b068893	c ronaldo
f71be1b336	ඒත් ඊට කලින් එක ගැන
f71c22ce74	අනික දරුවකු මන්ද බුද්ධික වූ පමණින්
f71c2bd9eb	එක ගණන ගන්නේ නැතිව පාගාගෙන ගියාම වෙන්නේ මොකක්ද?
f71d03abbe	ඔබ මගේ ලිපියට දක්වන විරෝධය නිෂ්ක්‍රීය වෙනවා
f71d972343	දිගටි කුඩා බිම් තීරයකි.
f71df9c448	ඇසළ මාසය හා සම්බන්ධ වූ මුල්ම අවස්ථාව මෙයයි.
f71dfe8023	shihan mihiranga
f71e9af9bf	බුත්සරණ පොළොන්නරු රාජධානි සමයේදීත්
f71ebfb51b	රජතුමාට තේරුණා
f71f5c2322	එක වෙලාවකට විතරයි.
f71f624e2f	ගොදුරු කොට බලය පෙන්වනවා.
f71f70ab35	නමුත් මම හිතනවා
f71fb41cdc	cool stuff to make
f720ac665d	ඇත්තටම හරක් මස් වලට විතරක් නෙවෙයි කුකුළු මස් වලටත් අල ගෙඩියක් දැම්මම පුදුම රහක් එනවා
f720ea2f5e	දහම් පිපාසිත පින්වතුන්ට මහත්
f7213dd165	සිංහල රට නැති උනාට පස්සේ
f721833e65	මුදල් පරිහරණයේ යෙදෙන්න.
f7224ff5d6	පවසන්නේ කෙසේ ද?
f7228b20c2	තව ක්‍රම තිබුණා කියලා.
f7228d7e5f	අගුල නතරවීමට හේතුව සෙවීය
f7233e9cdf	අපට දැනුනේ
f7237b83aa	එවිට නාලන්දා වැනි මහා සරසවි බිහිකොට
f723998742	පරිකල්පිත සහ සංකේතාත්මක ශෛලියෙන්
f723bebd50	ඔච්චර අවවාද කරන්න දෙයක්
f724218d34	ඒත් කොච්චර කාලයක්
f72434e5a3	එවැනි භාර්යාවන් සත් දෙනෙකු ගැන
f7252300aa	ඉක්‌මනට එනවා කියලයි.
f72527f565	මකුළුවා පෙන්නලා තියෙන ජාතියේම මිනිහෙක් තමා.
f725581d33	රැලක් බවට අපව පත් කර ඇත
f72581bc6c	ප්‍රභාකරන්ට අවශ්‍ය වීය
f7260fa3bf	ජනාකීර්ණ නගරයක විවිධ ජනයන් දුටු විට
f726c80931	සීමාව ඇතුළෙ දේවල් කරනවා.
f726d389c9	පාරම් බෑමයි.
f726e3694c	හොඳ ස්වාමියෙකුත් ලැබෙන්නෙ
f726ebaca8	එක එකක් ගන්නකොට කියක් යනවද?
f7272379b5	මේ කිසිවකින් තොරව මෛත්‍රියෙන් එය සිදු කළ හැකිය
f72745f79f	dora games
f727aa0bfa	මේකනම් ගොඩක් වටින වැඩක් යාළුවා!
f72818e356	එනිසා පුතණුවන් ගිහි ගෙයිම
f7281bff13	අවබෝධය බවම දත යුතුය
f7283e6d6d	සත්වයා විමුක්තියට පමුණුවන හෙයින්
f728845f8b	බෞද්ධ කතාවක් සෙවීමට මා ගත් උත්සහය
f728b0f6e6	ඔහු මෙරට බොහෝ දෙනකුගේ සිහිනයන්හි
f729807a3c	එහෙත් පැමිණිලිකරුවන් ඉදිරිපත් කරන චෝදනා
f729992352	අපේ දහඩිය මහන්සිය පමනයි.
f729a93eb2	පහරදීම් සඳහා යොදාගත් හමුදා මූලස්ථානයකි.
f72a872c8c	රජරට දෙමළ බලමුළු පලවා හැර
f72a8ac30d	මේ විහාරස්ථානය කාගේ් වුවද
f72ac4af7f	ඒ පිළිබඳ දැනුවත් නො වීම
f72aefda5c	සිය බිහිසුණු අත්දැකීම
f72b2354b5	ගරු කතානායකතුමනි
f72b5aec67	මේ ඉපදුණ ජීවිතයේ
f72b7afe24	kandy school girls
f72bef571b	tv links
f72cc67083	අපිට පෙනෙන්නෙ
f72d288533	මෙයට වසර පහකට පමණ පෙර
