0000f47c22	මහවැලි ගඟට ගොස් ආපසු එන ගමනේදී
c200bb0b93	ඇසට පෙනෙන දේවල් දන්දීමටයි.
c200d9ddc6	ජිනීවා වටලෑමට අදාළ සිරස්තල
c200e3d335	ඇසළ පුන් පෝ දිනයේ දී ය.
c20120b502	ඒකෙ තේරුම
c2013f1819	සමාජයේ බොහෝ යුතුකම් ඉටුවනවා.
c201540ebf	හැමදාමත් නැවුම් අදහස් වලින් පිරි පවතිනවා.
c20180bc18	ඒත් ඕනෙත් නෑ මොනා වුනත්
c20185404f	මම කෙට්ටු වෙන්නේ කොහොමද කියලා
c202955c26	පශ්චාත් ව්‍යූහවාදයේ මූලයන් සොයා
c202d26954	ලෙහෙසි කාරණාවක් නොවෙයි.
c202fbccd6	සිරසට සම්බන්ධ වෙච්ච නිසා
c2036b4179	එම නිසා මිනිසුන් මියැදෙන බවත්
c20437c8bb	සාපේක්ෂ චලිතය ගැන
c2046594a7	හොයා ගන්න දේවල් ඈහ්
c2048d0410	ඒ තුළින් ඔබ දිවි මඟ එළිය කරන අයුරු
c205510411	භාවනා වඩන කල්හි
c205bc38e6	කාරණය ඇත්ත.
c205c13d5a	tv channels in my area
c205e82ee5	අපි කියනවා
c206120f83	අපි කනකොටත්
c20656bbc5	කියවන එක අම්මගෙ විනෝදාංශයක් වගේ වුණා
c2067bca31	යම්කිසි සර්වකාලීන ආලෝචනයක් සම්පාදනය කරනවා
c206a80cf7	අපිදු අප්‍රමාදිව කුසල් දහම්හි නිරත වෙමු.
c206e2338b	මම නම් මට හමබ් වෙන ගෑනීව ඒ විදියට හදාගන්නවා
c206e6c7a3	ධර්ම සංවේගය ඉපැදවීමට
c207436ef7	එදා රෑ ඩෙරෙක් ස්කොට්ට කියනවා
c20756b75d	අවශ්‍ය බව පවසයි
c2077f9a53	ඔවුහු සසර දුක් නිවා දහමින් සැනසෙති.
c20782f949	එක් නමක් රෝපණය කර ඇත
c20802fac8	මේ කතා සමයත් ඉවරයි
c2084e64d9	එම විශ්වාසයන් බිඳ වැටුනු සැම විටෙකම
c20889a920	තම තමන්ගෙ දුර්වල කමක්.
c208a64015	එසේ සඳහන් කොට තිබිණි
c209c7eb37	ගෙදරදොර දියුණුව සම්බන්ධයෙන්ද යහපත් වේ.
c20a51cfb9	පරෙස්සමෙන් වියදම් කරන්න ඕනැ
c20b23defd	වලපනේ පදිංචිකාරයකු වන අතර
c20b5b1f66	ගැටීමෙන් සමාජ විපර්යාස ඇති වෙනවා.
c20ba76dc9	ඒත් මේ සමස්ත ආකල්ප දෙපාර්ශවයෙන්ම
c20c909385	පුරුදුවන්න යැයි
c20c9de8fe	ඒක කරන්න
c20ced1caa	ඒවා වෙනකොට
c20d64d532	ඒත් මෙය පරිසරය හා මිනිසා අතර
c20d708102	මාර්තු 15 වන දා
c20d817c8d	නමුත් එසේ කිරීම තුළ
c20d9b44d0	අඟහරු වල මින්ස්සු ඉන්නවද
c20d9ed126	තණ්හාව, මානය, සක්කායදිට්ඨිය
c20e356321	ඇයට රාජ් නමින් ආදරවන්තයෙක්
c20e3a7922	බැරිවෙලාවත් අපේ වකුගඩු දෙක නරක් වුණොත්
c20e441250	බලපල්ලා තව ටික දවසකින් අර
c20ea0aeba	ඉවහල් වුණා.
c20fadf9fe	හැම එකෙක්ම මේ ගැන මුලින්ම අහන්නේ ඇමතිගෙන්.
c20ff2f34e	පාරිභෝගිකයා රවටා
c21046e780	තැන්පත් කරන දෙන්න.
c210547867	නිකායෙන් සහ විවිධ ආයතනයන්ගෙන්
c210b6f6b6	අංජනම් තිබුනේ ඉස්සර
c210c7a11c	වඳුරඹ සිද්ධාර්ථ ස්වාමීන් වහන්සේ ය.
c211050e50	තම රටවැසියකු කරන ප්‍රකාශය
c21117d82e	විශේෂයෙන් දැකගත හැකි විය
c21199f261	මේ නිසා වසරකට වරක් උදාවන
c211a70231	එකල සිටි දෙවිවරු ඉතා වැදගත් අදහස් ඇතිව
c212407df6	අද චිත්‍රපටයේත් ඔබ නොසිතූ අවසානයක්
c21387a400	ක්ලේෂයන් පාලනය සඳහා
c213a8b577	laptop reviews for 2013
c213ad6f9f	එවැනි බෞද්ධ වැඩසටහන් වලින්
c214e2403e	හිතෙන් හිතාගෙන ඉන්නේ
c21525b0ca	හඳුනා ගත්තා.
c2153bc135	අලුත්ම එක හදන්න යන්නේ විජිතපුරේ
c2159cf7a9	ඔහු සතුන් හා මිනිසුන් අතර
c215cde44b	එක එක අදිරාජ්‍යවාදී කඩවලින් බත් පැකට් කෑම තහනම්
c215e081dd	ජයමංගල ගාථා ලියා ඇති වෘත්තය
c216052849	අහ් මේ ගීතයත්
c216b9c093	ආව පැත්ත දැක්කේ නැහැ
c21756f03c	විද්වත්හු සළකති.
c21776585f	එයා ඔය කතන්දර ඉන්න
c2179e7287	එබඳු සිතට හසු නොවී
c217a91009	නමුත් ඒවායේ ප්‍රමිතිය හා ගෙනෙන ක්‍රමවේදය
c21858b8fc	විටෙක අපට සාර්ථක විය නොහැකිය.
c218a05ef5	ගුරුවරුන් මෙන්ම
c218e6de60	ආහාර අලෙවි කරනවා.
c219a0f509	සපුරා විමුක්තිය ලබා ඇති හෙයින්
c21a0b2cb0	දන් දීපුවා වරදක් විදිහට දකින්නේ නැහැ.
c21a20dce2	එතකොට අපිට බැරියෑ
c21a748554	වැදගත් ලක්ෂණයකි
c21a9e7eaf	අපි දෙන්න කිව්වා
c21b7a5449	වගකීම භාරගත්තේ අපේ සමීර සහෝ.
c21b7fbeae	සියලු සම්මාන රැගෙන
c21c24f221	කලාකරුවන්ට කියාදීමට පෙර
c21c27ccf6	මම පාසල් මට්ටමින් තිබුණ
c21c5f5389	අද මම කණගාටු වෙනවා
c21caa8170	සැකකරුවන් බලාගාරයට ආසන්නයෙන් පිහිටි
c21cd8c5bb	මේ මායා කැඩපත නිසා ඇතිවෙන හුටපටේ
c21d0d74a0	මොකද ඉස්සරහම එකා දාගන ඉන්නෙ රතු තොප්පියක්.
c21d8f8bad	බුදුපියාණන් වහන්සේ
c21e54c2a6	ලබාගත හැකි දවසකි.
c21e78c9d7	බුදුරජාණන් වහන්සේ පරිනිර්වාණ මංචකයෙහි සිටිය දී
c21e98b9d8	ඔය ජිප්සීස් සින්දුවෙ තියෙන විදියට
c21eb0927d	අමාත්‍යවරයා අවංකව කල්පනා කරන දේ
c21ee77a21	ඉටුවන නව වසරක් වේවා.
c21f42882a	small girl with mother
c21f596a4e	tamil movie
c21f5fdca4	බුදුදහම කියා දීම මිසක්
c21f9698c2	ඈතීන් පෙනී නොපෙනී මතු වූ එළිය
c2208b3769	අපි අධිකාරය හමුවට පැමිණිය
c22150bbca	ඔය කාලෙ මිනිස්සු
c221d59672	සිකුරාදා දවස පුරාම
c222ed1076	සැලකිය හැකිය
c222fcb7e2	මොවුන් මෙයත් රහසින්ම ගිනි අවුලවා
c2239af800	මෙවන් කෘති විශාල ප්‍රමාණයක්
c223a4a50b	නළු නිළි පිරිසක්
c223f0b9f1	දරුවා ද චලනය,
c2246c8e38	ඔය මල් කතන්දර එකක් කියෙව්වම
c22496b86b	පියනන්ද හාමුදුරුවෝ
c224cc85bf	මොකද එහෙම නොකළොත්
c224d118dd	තමන් කැමති දේ කරලා
c225569554	ගණන් හරියට තේරෙනවා ටිකක් අඩුයි.
c225c403cb	copy chat
c22654af3d	මු කියන්නෙත් මෝඩ භක්තියේ තරම තමයි
c226938a52	නරඹන එක තමා හොඳ
c226b4d992	හේතු වෙන ගුණය
c226d77110	ඔය කියන වෛද්‍යවරිය උපතින් සල්ලි කාරයෙක් කියලද?
c2274acdab	කිව්වනම් නරකද?
c227677571	ඍජු බලපෑම් එල්ල වේ
c228087d33	උනුත් කරන්නෙ බොරු
c22815973b	ලැබීමේ අයිතිවාසිකම නොවේ
c228fd160f	බලාපොරොත්තු සුන් වෙලා යනවා
