7f0023dd93	විමුක්තිදායකයකු ලෙස සලකා දෙවියන් යැදීම,
7f002caa7b	දරුවකු පිළිසිඳ ගන්නා විට
7f014f5842	මාර්තු මස 23 වැනිදා
7f01729101	රිය අනතුරකින් රත්ගම ප්‍රාදේශීය
7f022f312d	සීමා වනු ඇත.
7f026be13e	මේ ප්‍රදේශවල ඉවත් කරනවා.
7f0338e53f	ලොකු වෙනසක් නොවේ.
7f039e9f51	පුරාවිද්‍යා දෙපාර්තමේන්තුව විසින්
7f0410d996	ඉඳන් යන්න පුළුවන් වෙයි.
7f04aa8364	බ්‍රැඩ් අයියත් ඉන්නවා හෙහ්.
7f04ccedf9	ඒ මොහොතේ උන්වහන්සේ සූදානම් වූ
7f059e8ffa	හිතන්න පුළුවන්.
7f05be2db3	යශෝදරා දේවිය රහත් භික්ෂුණියක් බවට පත්වුනා.
7f060009d3	හුළඟට ඇරෙමින් වැහෙමින්
7f06935d79	කහවේ ශ්‍රී රතනසාර නායක ස්වාමීන්ද්‍රයන් වහන්සේය.
7f0726ecf0	කුඹුරට ජලය බෙදාදෙන එක.
7f073828d9	අද ආණ්ඩුව සමඟ සිටින
7f07a0ee9b	හිතන්න එපා
7f0820b460	සර් වගඋත්තරකරු මගේ නිත්‍යනුකූල ස්‌වාමිපුරුෂයායි.
7f0846bbf2	තැනක ධාන්‍ය ගොඩක් තිබෙනවා.
7f09235a6a	වර්තමාන සමාජ ස්වරූපය
7f0932d85a	මහින්දාගමනයේ අරමුණු ඉටු වී තිබේද
7f099a5e6f	ලංකාවේ උගත් පඬිවරුන්ගෙන්
7f09f7f3df	වෙසක් මැයි පසළොස්වක පෝය දිනයේ සිට ය.
7f0a26cac1	ඔට්ටු ඇල්ලීම සහ සතුටින් සිටීමේ මග
7f0a674619	මෙයින් ආදර්ශයක් ගත් භික්ෂූන් වහන්සේ
7f0b73c4e2	යෞවනයන්ගේ ඇප කැප වීමෙනි.
